PLOT,Region,Site ,Treatment,Quadrat,NDRE,NDVI,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI
245,T,IM,PR,CH1,0.2203,0.6356,20.809,32.573,7.258,68.62422,-149.3267616,877.9,0.8, GPS         ,4/7/2019,23:40:20,28,0.2312,0.6427,0.203,0.624,0.0066,0.0049,0.0298,0.0076
246,T,IM,PR,CH1,0.2277,0.6663,20.705,32.915,6.592,68.62421,-149.326775,879.8,0.8, GPS         ,4/7/2019,23:40:31,26,0.2416,0.6765,0.2141,0.6569,0.0059,0.0045,0.026,0.0067
247,T,IM,PR,CH1,0.2136,0.6425,20.907,32.265,7.021,68.6242316,-149.3267733,880.3,0.8, GPS         ,4/7/2019,23:40:41,28,0.2284,0.6602,0.1985,0.6243,0.0089,0.0085,0.0416,0.0132
248,T,IM,PR,CH1,0.228,0.6549,20.7,32.929,6.866,68.62424,-149.326785,880.3,0.8, GPS         ,4/7/2019,23:41:56,28,0.2352,0.6645,0.2191,0.6458,0.0043,0.0044,0.019,0.0067
249,T,IM,PR,CH2,0.2022,0.5552,21.072,31.758,9.082,68.6242283,-149.3267633,878.7,0.8, GPS         ,4/7/2019,23:42:06,28,0.2178,0.5717,0.1851,0.5418,0.0091,0.0081,0.0448,0.0146
250,T,IM,PR,CH2,0.1942,0.5304,21.191,31.408,9.636,68.6242183,-149.326785,878.2,0.8, GPS         ,4/7/2019,23:42:15,27,0.2135,0.5491,0.1758,0.5043,0.0095,0.0078,0.0491,0.0147
251,T,IM,PR,CH2,0.2072,0.5304,20.999,31.978,9.811,68.6242183,-149.32679,877.7,0.8, GPS         ,4/7/2019,23:42:25,26,0.2215,0.5431,0.1954,0.5166,0.0071,0.0069,0.0342,0.013
252,T,IM,PR,CH2,0.2183,0.5849,20.839,32.483,8.509,68.6242166,-149.3267716,877.4,0.8, GPS         ,4/7/2019,23:42:35,28,0.2384,0.6143,0.191,0.556,0.01,0.0149,0.0456,0.0254
253,T,IM,PR,CH2,0.2107,0.5696,20.948,32.135,8.81,68.62421,-149.3267616,876.9,0.8, GPS         ,4/7/2019,23:42:46,23,0.2369,0.5824,0.1933,0.5595,0.0091,0.0059,0.0432,0.0104
254,T,IM,PR,CH2,0.1997,0.5149,21.109,31.647,10.134,68.624215,-149.326755,877.3,0.8, GPS         ,4/7/2019,23:42:56,22,0.2144,0.5226,0.1858,0.4992,0.0082,0.0068,0.041,0.0131
255,T,IM,PR,CH2,0.2382,0.617,20.558,33.418,7.914,68.62422,-149.3267316,877.4,0.8, GPS         ,4/7/2019,23:43:05,25,0.2511,0.6273,0.2274,0.6078,0.0065,0.0049,0.0273,0.008
256,T,IM,PR,CH2,0.2308,0.6195,20.661,33.065,7.767,68.6242216,-149.3267183,877.4,0.8, GPS         ,4/7/2019,23:44:32,26,0.25,0.6308,0.2066,0.6086,0.0088,0.0051,0.0382,0.0082
257,T,IM,PR,CH3,0.2236,0.6595,20.764,32.73,6.714,68.6242066,-149.32685,879.4,0.8, GPS         ,4/7/2019,23:44:39,24,0.2427,0.6702,0.1917,0.6384,0.0111,0.007,0.0497,0.0107
258,T,IM,PR,CH3,0.2082,0.651,20.986,32.025,6.767,68.6242083,-149.3268533,879.3,0.8, GPS         ,4/7/2019,23:44:53,62,0.2323,0.6648,0.1756,0.6297,0.0121,0.0073,0.0583,0.0113
259,T,IM,PR,CH3,0.2008,0.6184,21.094,31.699,7.472,68.6242066,-149.3268416,879,0.8, GPS         ,4/7/2019,23:45:02,28,0.2237,0.6365,0.1756,0.6029,0.0126,0.0077,0.0626,0.0125
260,T,IM,PR,CH3,0.2083,0.6112,20.984,32.034,7.729,68.6242066,-149.3268383,878.7,0.8, GPS         ,4/7/2019,23:45:11,25,0.2317,0.6231,0.1814,0.5893,0.0125,0.0078,0.0602,0.0127
261,T,IM,PR,CH3,0.2113,0.6118,20.939,32.165,7.746,68.6242116,-149.3268266,878.7,0.8, GPS         ,4/7/2019,23:45:19,27,0.2368,0.6252,0.1849,0.5912,0.0092,0.0082,0.0436,0.0135
262,T,IM,PR,CH3,0.2071,0.6307,21.016,32.027,7.238,68.6242116,-149.326825,878.5,0.8, GPS         ,4/7/2019,23:45:29,25,0.2348,0.6508,0.0481,0.5296,0.0339,0.0219,0.1637,0.0348
263,T,IM,PR,CH3,0.2103,0.5947,20.954,32.121,8.162,68.6242066,-149.3268483,879.6,1.3, GPS         ,4/7/2019,23:45:38,21,0.2313,0.606,0.1904,0.5745,0.01,0.0083,0.0477,0.014
264,T,IM,PR,CH3,0.2156,0.5982,20.878,32.357,8.134,68.6242016,-149.3268783,881.7,0.8, GPS         ,4/7/2019,23:49:02,25,0.2396,0.613,0.1998,0.5771,0.0091,0.0085,0.0424,0.0143
265,T,IM,PU,CH1,0.226,0.5325,20.729,32.839,10.017,68.6242933,-149.327625,877.3,0.8, GPS         ,4/7/2019,23:49:13,15,0.2464,0.5506,0.2123,0.5229,0.009,0.0062,0.0399,0.0116
266,T,IM,PU,CH1,0.2209,0.5131,20.801,32.603,10.49,68.6242933,-149.3276166,877.2,0.8, GPS         ,4/7/2019,23:49:21,15,0.2352,0.5229,0.2055,0.5026,0.0089,0.0061,0.0404,0.0119
267,T,IM,PU,CH1,0.2378,0.542,20.564,33.395,9.918,68.6242933,-149.3276116,877.4,0.8, GPS         ,4/7/2019,23:49:29,10,0.2465,0.5487,0.2315,0.5338,0.004,0.0048,0.017,0.0088
268,T,IM,PU,CH1,0.2211,0.5509,20.8,32.613,9.44,68.62429,-149.32761,877.5,0.8, GPS         ,4/7/2019,23:49:39,15,0.2422,0.5733,0.1864,0.5196,0.0124,0.0113,0.0561,0.0205
269,T,IM,PU,CH1,0.2202,0.5297,20.812,32.57,10.011,68.6242883,-149.327625,876.6,0.8, GPS         ,4/7/2019,23:49:47,18,0.2365,0.5469,0.2026,0.516,0.0106,0.0084,0.0482,0.0158
270,T,IM,PU,CH1,0.2332,0.5396,20.629,33.178,9.919,68.6242866,-149.3276166,876.9,0.9, GPS         ,4/7/2019,23:49:56,23,0.2504,0.5497,0.218,0.5244,0.009,0.0073,0.0384,0.0135
271,T,IM,PU,CH1,0.2286,0.5385,20.692,32.959,9.888,68.6242916,-149.3276116,877.4,0.9, GPS         ,4/7/2019,23:50:04,15,0.2415,0.5435,0.2181,0.5313,0.0071,0.0034,0.031,0.0063
272,T,IM,PU,CH1,0.2128,0.5103,20.917,32.232,10.451,68.6242983,-149.3276033,877.3,0.9, GPS         ,4/7/2019,23:50:38,17,0.224,0.5208,0.1946,0.4993,0.0088,0.0053,0.0412,0.0104
273,T,IM,PU,CH2,0.2636,0.707,20.213,34.691,5.953,68.62427,-149.3277083,875.3,0.9, GPS         ,4/7/2019,23:50:46,15,0.2858,0.7162,0.2514,0.6771,0.0081,0.0114,0.0305,0.0161
274,T,IM,PU,CH2,0.2691,0.6931,20.14,34.973,6.339,68.6242716,-149.3277183,875.2,0.9, GPS         ,4/7/2019,23:50:53,15,0.2762,0.6985,0.2609,0.6818,0.0038,0.0049,0.0143,0.0071
275,T,IM,PU,CH2,0.2565,0.673,20.308,34.325,6.709,68.6242733,-149.3277283,874.6,0.9, GPS         ,4/7/2019,23:51:02,18,0.2731,0.6803,0.245,0.6643,0.0079,0.0047,0.0306,0.007
276,T,IM,PU,CH2,0.2584,0.6908,20.283,34.421,6.294,68.6242683,-149.3277166,874,0.9, GPS         ,4/7/2019,23:51:09,17,0.2747,0.6942,0.2432,0.6861,0.0066,0.0026,0.0254,0.0038
277,T,IM,PU,CH2,0.256,0.6964,20.315,34.3,6.138,68.62427,-149.3277216,873.8,0.9, GPS         ,4/7/2019,23:51:16,18,0.2685,0.7268,0.24,0.6735,0.0084,0.0131,0.0329,0.0188
278,T,IM,PU,CH2,0.2321,0.6312,20.679,33.241,7.488,68.6242683,-149.3277233,873.7,0.9, GPS         ,4/7/2019,23:51:26,35,0.2606,0.6989,-0.049,0.3273,0.0496,0.0586,0.2138,0.0928
279,T,IM,PU,CH2,0.2518,0.6569,20.372,34.092,7.057,68.6242716,-149.3277183,874.1,0.9, GPS         ,4/7/2019,23:51:34,17,0.2703,0.6697,0.2301,0.6465,0.0106,0.0056,0.042,0.0085
280,T,IM,PU,CH2,0.262,0.7024,20.234,34.608,6.051,68.6242733,-149.327715,875.1,1, GPS         ,4/7/2019,23:52:34,28,0.2816,0.719,0.2437,0.6896,0.0079,0.0088,0.03,0.0126
281,T,IM,PU,CH3,0.2199,0.6191,20.815,32.554,7.659,68.6242216,-149.3276416,879,0.8, GPS         ,4/7/2019,23:52:41,14,0.233,0.6344,0.2057,0.6067,0.0072,0.0077,0.0326,0.0124
282,T,IM,PU,CH3,0.2273,0.6421,20.711,32.9,7.17,68.6242216,-149.3276583,878.3,0.8, GPS         ,4/7/2019,23:52:50,28,0.2414,0.654,0.2084,0.629,0.0093,0.0054,0.041,0.0085
283,T,IM,PU,CH3,0.2291,0.6464,20.685,32.986,7.085,68.6242233,-149.3276616,878.4,0.8, GPS         ,4/7/2019,23:52:58,17,0.2471,0.6757,0.2156,0.6271,0.0085,0.0151,0.037,0.0234
284,T,IM,PU,CH3,0.2251,0.6331,20.741,32.795,7.37,68.62422,-149.32766,877.9,0.8, GPS         ,4/7/2019,23:53:09,16,0.2375,0.6676,0.2119,0.6026,0.0062,0.0159,0.0278,0.025
285,T,IM,PU,CH3,0.2303,0.6378,20.668,33.04,7.308,68.62422,-149.327665,878.1,0.8, GPS         ,4/7/2019,23:53:17,11,0.2415,0.6511,0.218,0.6027,0.0076,0.0127,0.0329,0.0199
286,T,IM,PU,CH3,0.216,0.6259,20.872,32.375,7.448,68.62422,-149.3276733,878.4,0.8, GPS         ,4/7/2019,23:53:23,13,0.2266,0.6427,0.2004,0.5999,0.0081,0.0137,0.0373,0.0218
287,T,IM,PU,CH3,0.218,0.634,20.843,32.463,7.271,68.6242216,-149.327675,878.6,0.8, GPS         ,4/7/2019,23:53:37,12,0.2311,0.6518,0.2077,0.6096,0.0066,0.0114,0.0301,0.018
288,T,IM,PU,CH3,0.2209,0.6373,20.802,32.596,7.22,68.624225,-149.3276733,878.4,0.8, GPS         ,4/7/2019,23:54:49,9,0.2297,0.6495,0.2119,0.631,0.0054,0.0053,0.0246,0.0083
289,T,IM,PU,Q1,0.2681,0.6986,20.154,34.919,6.195,68.624175,-149.3275033,881.1,1.4, GPS         ,4/7/2019,23:54:56,14,0.2789,0.7186,0.258,0.6822,0.0055,0.0098,0.0206,0.014
290,T,IM,PU,Q1,0.3005,0.7712,19.737,36.692,4.739,68.6241616,-149.3275133,881,0.8, GPS         ,4/7/2019,23:55:04,12,0.3084,0.7752,0.2912,0.7667,0.0043,0.0027,0.0144,0.0035
291,T,IM,PU,Q1,0.256,0.6615,20.315,34.299,6.986,68.6241616,-149.3275133,880.4,0.8, GPS         ,4/7/2019,23:55:11,12,0.2724,0.6703,0.2457,0.6531,0.007,0.0048,0.0272,0.0073
292,T,IM,PU,Q1,0.2462,0.6047,20.448,33.807,8.328,68.624165,-149.327515,880,0.8, GPS         ,4/7/2019,23:55:17,12,0.2565,0.6113,0.2381,0.5989,0.0049,0.0035,0.02,0.0058
293,T,IM,PU,Q1,0.2506,0.606,20.388,34.028,8.348,68.6241666,-149.3275183,879.8,0.8, GPS         ,4/7/2019,23:55:23,11,0.2651,0.6156,0.2358,0.5982,0.0075,0.0049,0.0301,0.0081
294,T,IM,PU,Q1,0.2358,0.5518,20.591,33.303,9.618,68.6241683,-149.3275233,879.8,0.8, GPS         ,4/7/2019,23:55:28,13,0.2475,0.563,0.2257,0.5408,0.0069,0.0055,0.0292,0.01
295,T,IM,PU,Q1,0.2409,0.594,20.521,33.547,8.544,68.6241666,-149.3275266,879.4,1, GPS         ,4/7/2019,23:55:33,10,0.2561,0.6117,0.2315,0.5857,0.0075,0.0069,0.0311,0.0116
296,T,IM,PU,Q1,0.2125,0.5177,20.922,32.212,10.237,68.6241683,-149.3275266,879.3,1, GPS         ,4/7/2019,23:56:01,9,0.2225,0.5235,0.2009,0.511,0.006,0.0035,0.028,0.0067
297,T,IM,PU,Q2,0.2139,0.5964,20.901,32.279,8.16,68.6241833,-149.3275233,880,1, GPS         ,4/7/2019,23:56:15,9,0.2232,0.617,0.2063,0.5808,0.0052,0.0106,0.0244,0.0178
298,T,IM,PU,Q2,0.2014,0.4909,21.083,31.721,10.831,68.624205,-149.3275316,881.5,1, GPS         ,4/7/2019,23:56:22,12,0.2099,0.4975,0.1872,0.4794,0.0064,0.0046,0.0315,0.0093
299,T,IM,PU,Q2,0.2474,0.6061,20.431,33.869,8.305,68.624205,-149.3275283,881.9,1, GPS         ,4/7/2019,23:56:28,12,0.2609,0.6173,0.2331,0.5957,0.0072,0.0056,0.029,0.0092
300,T,IM,PU,Q2,0.2291,0.5708,20.685,32.981,9.011,68.6241983,-149.32752,882.2,1, GPS         ,4/7/2019,23:56:34,12,0.2365,0.5789,0.2194,0.5615,0.0056,0.0051,0.0243,0.009
301,T,IM,PU,Q2,0.209,0.5642,20.973,32.063,8.934,68.62419,-149.3275133,882.3,1, GPS         ,4/7/2019,23:56:39,11,0.2244,0.581,0.1918,0.5526,0.0111,0.0079,0.0531,0.014
302,T,IM,PU,Q2,0.1925,0.5557,21.216,31.339,8.948,68.62418,-149.3275016,882.1,1, GPS         ,4/7/2019,23:56:46,14,0.2147,0.5713,0.177,0.5459,0.0111,0.0075,0.0575,0.0134
303,T,IM,PU,Q2,0.1943,0.5857,21.19,31.414,8.207,68.6241716,-149.3274916,881.8,1, GPS         ,4/7/2019,23:56:52,12,0.2145,0.5998,0.1695,0.5691,0.0114,0.008,0.0587,0.0136
304,T,IM,PU,Q2,0.1902,0.5737,21.251,31.235,8.46,68.62417,-149.3274883,881.9,1, GPS         ,4/7/2019,23:57:32,14,0.2068,0.5821,0.172,0.5628,0.0091,0.0058,0.048,0.01
305,T,IM,PU,Q3,0.2291,0.6764,20.685,32.983,6.365,68.62421,-149.3274833,882.2,1, GPS         ,4/7/2019,23:57:45,9,0.2429,0.6853,0.2163,0.6678,0.0073,0.0055,0.0318,0.0082
306,T,IM,PU,Q3,0.2281,0.6961,20.7,32.936,5.9,68.6241916,-149.3274616,880.5,1, GPS         ,4/7/2019,23:57:51,14,0.2426,0.7053,0.2117,0.689,0.0086,0.004,0.0378,0.0057
307,T,IM,PU,Q3,0.2352,0.6766,20.6,33.271,6.417,68.6241883,-149.32746,880.5,1, GPS         ,4/7/2019,23:57:57,10,0.2445,0.6864,0.2289,0.6695,0.005,0.0046,0.0212,0.0067
308,T,IM,PU,Q3,0.2189,0.6099,20.829,32.509,7.877,68.6241866,-149.3274566,880.8,1, GPS         ,4/7/2019,23:58:03,11,0.2285,0.6189,0.2026,0.6004,0.0069,0.005,0.0313,0.0082
309,T,IM,PU,Q3,0.2143,0.5865,20.897,32.296,8.416,68.6241883,-149.3274666,881.2,1, GPS         ,4/7/2019,23:58:10,13,0.2264,0.5935,0.2013,0.5805,0.0079,0.0039,0.037,0.0067
310,T,IM,PU,Q3,0.2282,0.5935,20.697,32.942,8.404,68.6241866,-149.3274716,881.3,1, GPS         ,4/7/2019,23:58:16,14,0.2413,0.6057,0.2158,0.5849,0.0076,0.0053,0.0334,0.009
311,T,IM,PU,Q3,0.207,0.5442,21.002,31.973,9.436,68.6241816,-149.3274783,881.6,1, GPS         ,4/7/2019,23:58:24,9,0.2306,0.5569,0.1906,0.5247,0.0106,0.0082,0.0514,0.0151
312,T,IM,PU,Q3,0.1847,0.4958,21.333,31.004,10.45,68.6241766,-149.32748,881.4,1, GPS         ,4/7/2019,23:58:58,8,0.198,0.5043,0.1718,0.4824,0.0092,0.007,0.0497,0.0142
313,T,IM,PU,Q4,0.204,0.569,21.045,31.835,8.743,68.62418,-149.3274883,880.4,1, GPS         ,4/7/2019,23:59:04,15,0.2157,0.5773,0.1925,0.5582,0.0072,0.0052,0.0354,0.0092
314,T,IM,PU,Q4,0.2004,0.5583,21.098,31.676,8.978,68.6241816,-149.32749,880.5,1, GPS         ,4/7/2019,23:59:10,11,0.2103,0.5681,0.191,0.5522,0.0052,0.0056,0.0257,0.01
315,T,IM,PU,Q4,0.1884,0.5165,21.278,31.159,9.933,68.62418,-149.3274966,879.9,1, GPS         ,4/7/2019,23:59:15,9,0.2128,0.5232,0.1773,0.5073,0.01,0.0053,0.0529,0.0103
316,T,IM,PU,Q4,0.1933,0.5246,21.204,31.371,9.78,68.6241783,-149.3274916,880.1,1, GPS         ,4/7/2019,23:59:20,14,0.2072,0.5422,0.1732,0.511,0.0098,0.0075,0.0506,0.0142
317,T,IM,PU,Q4,0.2016,0.5729,21.081,31.732,8.615,68.6241766,-149.3274883,880.7,1, GPS         ,4/7/2019,23:59:26,13,0.219,0.5891,0.1886,0.5566,0.0098,0.0092,0.0487,0.0161
318,T,IM,PU,Q4,0.1902,0.5477,21.25,31.235,9.127,68.6241783,-149.3274916,881.2,1, GPS         ,4/7/2019,23:59:33,9,0.2029,0.5583,0.1808,0.5405,0.007,0.0056,0.0369,0.0102
319,T,IM,PU,Q4,0.1862,0.5283,21.31,31.065,9.587,68.624195,-149.3275016,882.6,1, GPS         ,4/7/2019,23:59:38,9,0.194,0.5358,0.1756,0.5156,0.0066,0.0063,0.0353,0.0118
320,T,IM,PU,Q4,0.187,0.5338,21.299,31.097,9.451,68.62419,-149.3275066,881.8,1, GPS         ,5/7/2019,0:00:16,9,0.1946,0.5428,0.1711,0.5226,0.007,0.0062,0.0376,0.0117
321,T,IM,PU,Q5,0.175,0.4416,21.48,30.598,11.85,68.6241966,-149.3274766,880.8,1, GPS         ,5/7/2019,0:00:22,13,0.188,0.4478,0.1621,0.4359,0.0074,0.0037,0.0425,0.0084
322,T,IM,PU,Q5,0.1748,0.4234,21.486,30.595,12.39,68.624195,-149.3274666,880.8,1, GPS         ,5/7/2019,0:00:28,13,0.2052,0.4448,0.1533,0.4054,0.0135,0.0102,0.077,0.0242
323,T,IM,PU,Q5,0.173,0.4414,21.512,30.52,11.826,68.6241916,-149.3274633,880.5,1, GPS         ,5/7/2019,0:00:35,12,0.1914,0.4551,0.1464,0.4242,0.0117,0.0086,0.0676,0.0195
324,T,IM,PU,Q5,0.1748,0.461,21.486,30.594,11.284,68.6241883,-149.3274666,880.4,1, GPS         ,5/7/2019,0:00:42,10,0.1921,0.475,0.1556,0.4468,0.0129,0.0092,0.0735,0.0199
325,T,IM,PU,Q5,0.1814,0.4691,21.385,30.874,11.152,68.6241883,-149.32747,880.3,1, GPS         ,5/7/2019,0:00:48,15,0.2106,0.4939,0.1474,0.437,0.0161,0.0125,0.0887,0.0267
326,T,IM,PU,Q5,0.1747,0.4639,21.487,30.586,11.199,68.6241866,-149.3274783,879.9,1, GPS         ,5/7/2019,0:00:54,13,0.186,0.4753,0.1482,0.4456,0.0106,0.0083,0.0607,0.0178
327,T,IM,PU,Q5,0.1807,0.4684,21.393,30.833,11.161,68.6241833,-149.32748,880,1, GPS         ,5/7/2019,0:01:03,10,0.1898,0.4758,0.1737,0.4634,0.0052,0.004,0.0288,0.0086
328,T,IM,PU,Q5,0.18,0.4687,21.406,30.81,11.143,68.6241816,-149.3274766,880.4,1, GPS         ,5/7/2019,0:01:30,10,0.2001,0.4809,0.1565,0.4512,0.0124,0.0092,0.0691,0.0196
329,T,IM,PU,Q6,0.1866,0.5586,21.304,31.079,8.801,68.6241833,-149.3274316,879.5,1.7, GPS         ,5/7/2019,0:01:38,8,0.1928,0.5645,0.1822,0.5548,0.003,0.003,0.0159,0.0053
330,T,IM,PU,Q6,0.1969,0.5661,21.151,31.523,8.734,68.6241733,-149.3274266,878.4,1.7, GPS         ,5/7/2019,0:01:43,9,0.2087,0.5768,0.1831,0.5594,0.0084,0.0055,0.0429,0.0098
331,T,IM,PU,Q6,0.1896,0.528,21.26,31.209,9.64,68.6241616,-149.3274216,877.4,1.7, GPS         ,5/7/2019,0:01:50,11,0.2033,0.5427,0.1732,0.5163,0.0091,0.0071,0.0481,0.0135
332,T,IM,PU,Q6,0.1865,0.4934,21.306,31.076,10.542,68.624155,-149.3274183,876.5,1.7, GPS         ,5/7/2019,0:01:56,13,0.2004,0.5029,0.1736,0.4825,0.0073,0.0065,0.0392,0.0132
333,T,IM,PU,Q6,0.1855,0.4733,21.322,31.038,11.093,68.6241516,-149.32742,876,1.7, GPS         ,5/7/2019,0:02:02,9,0.2004,0.4841,0.1685,0.4605,0.0112,0.0084,0.0601,0.0177
334,T,IM,PU,Q6,0.1855,0.4793,21.323,31.042,10.924,68.6241483,-149.3274183,875.7,1.7, GPS         ,5/7/2019,0:02:08,11,0.2063,0.4975,0.168,0.4662,0.0137,0.0113,0.0739,0.0235
335,T,IM,PU,Q6,0.1786,0.4542,21.425,30.746,11.539,68.6241466,-149.3274166,875.5,1.7, GPS         ,5/7/2019,0:02:13,7,0.1892,0.4606,0.166,0.4489,0.0069,0.0038,0.0386,0.0084
336,T,IM,PU,Q6,0.1848,0.4643,21.333,31.017,11.343,68.6241483,-149.327425,875,1.7, GPS         ,5/7/2019,0:02:51,12,0.2054,0.4778,0.1529,0.4448,0.0154,0.0091,0.0835,0.0196
337,T,IM,PU,Q7,0.206,0.5385,21.016,31.925,9.576,68.6241583,-149.3273716,876.3,1.7, GPS         ,5/7/2019,0:02:58,7,0.2193,0.5532,0.198,0.5217,0.0071,0.009,0.0342,0.0167
338,T,IM,PU,Q7,0.2471,0.6435,20.437,33.854,7.343,68.6241633,-149.3273683,876.4,1.7, GPS         ,5/7/2019,0:03:06,13,0.2637,0.653,0.2252,0.6308,0.0101,0.006,0.0408,0.0093
339,T,IM,PU,Q7,0.2348,0.6402,20.606,33.25,7.294,68.624165,-149.3273733,876.8,1.7, GPS         ,5/7/2019,0:03:14,17,0.2438,0.6471,0.2232,0.6304,0.0048,0.0044,0.0203,0.0069
340,T,IM,PU,Q7,0.2019,0.5211,21.077,31.746,9.993,68.6241633,-149.32737,877.2,1.7, GPS         ,5/7/2019,0:03:21,8,0.2194,0.533,0.1868,0.5069,0.0101,0.0083,0.05,0.016
341,T,IM,PU,Q7,0.2029,0.5098,21.063,31.785,10.318,68.6241633,-149.3273716,877.5,1.7, GPS         ,5/7/2019,0:03:27,13,0.221,0.5317,0.1815,0.4881,0.0086,0.0109,0.0423,0.0214
342,T,IM,PU,Q7,0.2141,0.5342,20.901,32.292,9.801,68.624165,-149.3273766,878,1.7, GPS         ,5/7/2019,0:03:41,14,0.2345,0.5483,0.1965,0.5193,0.012,0.009,0.0559,0.0168
343,T,IM,PU,Q7,0.2113,0.5716,20.94,32.166,8.769,68.6241783,-149.3273866,878,1.7, GPS         ,5/7/2019,0:03:47,9,0.2238,0.5809,0.1866,0.5625,0.0106,0.0053,0.0499,0.0093
344,T,IM,PU,Q7,0.1977,0.6207,21.286,31.898,7.439,68.62418,-149.3273833,878.2,1.7, GPS         ,5/7/2019,0:04:33,17,0.2494,0.6433,-0.1594,0.5801,0.0905,0.0145,0.4578,0.0234
345,T,IM,PU,Q8,0.1813,0.5089,21.385,30.857,10.041,68.6241533,-149.3273016,876.1,1.7, GPS         ,5/7/2019,0:04:38,9,0.1966,0.5152,0.1691,0.5009,0.008,0.005,0.044,0.0098
346,T,IM,PU,Q8,0.0634,0.4781,144.689,28.536,10.083,68.6241533,-149.3273216,875.3,1.7, GPS         ,5/7/2019,0:04:54,12,0.1827,0.4853,-0.9845,0.4685,0.3174,0.0056,5.0073,0.0116
347,T,IM,PU,Q8,0.1869,0.5203,21.3,31.091,9.809,68.62416,-149.3273366,875.7,1.7, GPS         ,5/7/2019,0:05:04,10,0.1962,0.526,0.1779,0.513,0.0053,0.0044,0.0286,0.0085
348,T,IM,PU,Q8,0.2004,0.5667,21.099,31.675,8.759,68.6241683,-149.327355,876.3,1.7, GPS         ,5/7/2019,0:05:12,15,0.2144,0.5796,0.1891,0.5556,0.0075,0.0063,0.0376,0.0111
349,T,IM,PU,Q8,0.1984,0.5869,21.128,31.594,8.223,68.624175,-149.3273516,876,1.7, GPS         ,5/7/2019,0:05:18,14,0.2155,0.596,0.1827,0.5723,0.0105,0.0071,0.0528,0.012
350,T,IM,PU,Q8,0.2015,0.606,21.082,31.726,7.783,68.62418,-149.3273466,875.7,1.7, GPS         ,5/7/2019,0:05:23,10,0.2149,0.6119,0.1845,0.5984,0.0082,0.0041,0.0406,0.0068
351,T,IM,PU,Q8,0.1937,0.5804,21.199,31.393,8.331,68.6241816,-149.327345,875.5,1.7, GPS         ,5/7/2019,0:05:29,10,0.2123,0.5948,0.1628,0.5561,0.0136,0.0111,0.0702,0.0191
352,T,IM,PU,Q8,0.1883,0.5945,21.28,31.156,7.922,68.6241816,-149.327345,875.5,1.7, GPS         ,5/7/2019,0:05:48,15,0.2076,0.6057,0.1629,0.5784,0.0115,0.0084,0.0612,0.0141
1,T,ST,CT,CH3,0.178,0.4938,21.435,30.724,10.41,68.6112633,-149.5549516,779.9,0.9, GPS         ,5/7/2019,2:40:49,24,0.2028,0.509,0.159,0.4743,0.01,0.0079,0.056,0.016
2,T,ST,CT,CH3,0.1758,0.4856,21.469,30.63,10.605,68.6112633,-149.5549533,780,0.9, GPS         ,5/7/2019,2:40:56,19,0.1902,0.4997,0.1498,0.4674,0.0092,0.0091,0.0521,0.0187
3,T,ST,CT,CH3,0.1804,0.4969,21.399,30.824,10.359,68.611265,-149.5549466,781.1,0.9, GPS         ,5/7/2019,2:41:04,22,0.1992,0.5096,0.1602,0.4766,0.0111,0.0079,0.0616,0.016
4,T,ST,CT,CH3,0.1839,0.5099,21.345,30.971,10.052,68.6112616,-149.55494,781.8,0.9, GPS         ,5/7/2019,2:41:12,23,0.2056,0.5257,0.1633,0.4933,0.0103,0.0083,0.0563,0.0163
5,T,ST,CT,CH3,0.1883,0.505,21.279,31.159,10.248,68.6112616,-149.55494,782.6,0.9, GPS         ,5/7/2019,2:41:20,22,0.2104,0.5235,0.1622,0.4903,0.0112,0.0093,0.0592,0.0183
6,T,ST,CT,CH3,0.1762,0.5003,21.465,30.652,10.208,68.6112583,-149.554955,783,0.9, GPS         ,5/7/2019,2:41:28,25,0.2081,0.5158,0.1488,0.4744,0.0144,0.0095,0.082,0.0191
7,T,ST,CT,CH3,0.1892,0.526,21.266,31.195,9.689,68.6112583,-149.554955,783.1,0.9, GPS         ,5/7/2019,2:41:37,25,0.2162,0.5413,0.1608,0.51,0.0111,0.0074,0.0588,0.014
8,T,ST,CT,CH3,0.1829,0.5205,21.369,30.956,9.782,68.6112583,-149.5549583,783.4,0.9, GPS         ,5/7/2019,2:42:39,24,0.2216,0.6275,0.0783,0.4988,0.0263,0.0241,0.1436,0.0462
9,T,ST,CT,CH2,0.2089,0.5692,20.974,32.057,8.8,68.6112733,-149.5549883,782.4,0.9, GPS         ,5/7/2019,2:42:46,24,0.2265,0.5801,0.1911,0.5526,0.0096,0.0062,0.0458,0.0109
10,T,ST,CT,CH2,0.2133,0.5891,20.911,32.252,8.337,68.611275,-149.554995,782.1,0.9, GPS         ,5/7/2019,2:42:56,24,0.2375,0.6002,0.1903,0.577,0.0097,0.006,0.0456,0.0102
11,T,ST,CT,CH2,0.1995,0.5335,21.113,31.638,9.623,68.6112783,-149.5549983,782.4,0.9, GPS         ,5/7/2019,2:43:02,23,0.2134,0.5481,0.1772,0.5192,0.0098,0.0073,0.0493,0.0136
12,T,ST,CT,CH2,0.2026,0.5563,21.066,31.775,9.058,68.6112783,-149.5549983,782.2,0.9, GPS         ,5/7/2019,2:43:12,26,0.2202,0.568,0.187,0.5449,0.0081,0.0062,0.0401,0.0111
